round,num_users,frac,local_ep,local_bs,bs,lr,momentum,warmup_epoch,model,ks,in_ch,dataset,nclass,nsample_pc,noniid,pruning_percent,pruning_target,dist_thresh_fc,acc_thresh,seed,algorithm,avg_final_tacc,personalized_parameters_percentage,corr_label_network_similarity
18,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,50.0,"[0.03456221198156682, 0.6826265389876881, 0.756044141184399, 0.5325316727506979, 0.0]",nan,2022-07-24
50,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,ours,75.90625,"[0.0008658008658008658, 0.006631140465952439, 0.002924604133063921, 0.0029030509915131306, 0.0028631721393303903]",-0.009383747174524153,2022-07-24
0,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,ours,62.975,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.06783792986025995,2022-07-24
0,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,55.3375,"[0.0, 0.0, 0.0, 0.0, 0.0]",-0.06894704735479401,2022-07-24
0,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,60.375,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.12125868230077014,2022-07-24
10,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,72.2125,"[0.023165735816943, 0.039022975585634424, 0.029370874899029453, 0.017350147409748377, 0.011873827168884136]",-0.030973062500941808,2022-07-24
20,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,74.8,"[0.02590292793993416, 0.039869501094186244, 0.023748378444126875, 0.01209862241695055, 0.007312611142493991]",-0.03343538674825182,2022-07-24
30,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,75.7375,"[0.01481780295651603, 0.019136648356834075, 0.005650349663955503, 0.003684915821868149, 0.004887932213410956]",0.040793267988395485,2022-07-24
40,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,75.58125,"[0.011006790983420688, 0.019917507127385416, 0.00799676362853155, 0.0048151570614141815, 0.0028802957345061653]",0.006052937272573807,2022-07-24
0,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,59.05625,"[0.0, 0.0, 0.0, 0.0, 0.0]",-0.06123740953582187,2022-07-24
10,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,70.4875,"[0.037910978654853475, 0.059767288592854115, 0.058024849157037706, 0.035194142387761536, 0.02452137018382089]",-0.046243872574067424,2022-07-24
20,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,72.49375,"[0.04594246706720291, 0.09479373680843158, 0.07469978100755846, 0.03425051110435459, 0.01700752973189747]",-0.1371175931130057,2022-07-24
30,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,73.41875,"[0.016433542229430314, 0.022643571109963706, 0.008566176945456543, 0.005689603527489592, 0.005099950229443503]",-0.04635918947864519,2022-07-24
40,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,73.94375,"[0.031400994761276536, 0.054931302127407565, 0.017354953558569974, 0.006967218215078209, 0.008684332162994047]",-0.0051247663065887555,2022-07-24
50,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,73.63125,"[0.011715754361505432, 0.017050934599812738, 0.005507801661122136, 0.0031167124100493796, 0.0049090835662022264]",0.046672668636569485,2022-07-24
0,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,70.0625,"[0.03686635944700461, 0.7017783857729138, 0.7474517732288771, 0.5385441271204638, 0.0]",nan,2022-07-24
0,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,70.625,"[0.029953917050691243, 0.7031463748290013, 0.7504843736837672, 0.5314580201846683, 0.0]",nan,2022-07-24
5,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,42.625,"[0.029953917050691243, 0.7031463748290013, 0.7504843736837672, 0.5314580201846683, 0.0]",nan,2022-07-24
10,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,61.71875,"[0.029953917050691243, 0.7031463748290013, 0.7504843736837672, 0.5314580201846683, 0.0]",nan,2022-07-24
15,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,36.78125,"[0.029953917050691243, 0.7031463748290013, 0.7504843736837672, 0.5314580201846683, 0.0]",nan,2022-07-24
20,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,52.3125,"[0.029953917050691243, 0.7031463748290013, 0.7504843736837672, 0.5314580201846683, 0.0]",nan,2022-07-24
25,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,57.4375,"[0.029953917050691243, 0.7031463748290013, 0.7504843736837672, 0.5314580201846683, 0.0]",nan,2022-07-24
30,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,68.875,"[0.029953917050691243, 0.7031463748290013, 0.7504843736837672, 0.5314580201846683, 0.0]",nan,2022-07-24
35,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,60.96875,"[0.029953917050691243, 0.7031463748290013, 0.7504843736837672, 0.5314580201846683, 0.0]",nan,2022-07-24
40,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,50.0,"[0.029953917050691243, 0.7031463748290013, 0.7504843736837672, 0.5314580201846683, 0.0]",nan,2022-07-24
45,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,0.0,"[0.029953917050691243, 0.7031463748290013, 0.7504843736837672, 0.5314580201846683, 0.0]",nan,2022-07-24
50,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,0.0,"[0.029953917050691243, 0.7031463748290013, 0.7504843736837672, 0.5314580201846683, 0.0]",nan,2022-07-24
55,2,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,0.0,"[0.029953917050691243, 0.7031463748290013, 0.7504843736837672, 0.5314580201846683, 0.0]",nan,2022-07-24
60,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,73.74375,"[0.02587537638022751, 0.052551805451148736, 0.02330045091187867, 0.009723829660742853, 0.008292253093816117]",0.03045229196274073,2022-07-24
70,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,73.8875,"[0.006471324988027383, 0.022155451460112236, 0.004565106088740282, 0.002686326368137914, 0.00337619180823859]",0.04960485783987598,2022-07-24
0,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,51.5375,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
10,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,48.86875,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
80,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,73.75625,"[0.02509138757821295, 0.05975757787653513, 0.033286617793543284, 0.012633392338365346, 0.012850449264387581]",0.011323198830000296,2022-07-24
20,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,55.2,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
90,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,73.7625,"[0.003437526006362511, 0.019799624301962804, 0.0024331805932008292, 0.0017218334836826433, 0.0020695062113828084]",0.12213400991095448,2022-07-24
30,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,46.6125,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
40,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,49.6,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
100,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,73.625,"[0.029660285553024385, 0.06828436430598493, 0.046933254080331686, 0.01566280763938021, 0.01323093180910756]",-0.0214610279704276,2022-07-24
50,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,47.65,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
110,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,73.18125,"[0.004689017487345246, 0.015664553736494165, 0.00235269485341601, 0.0014145361466681864, 0.00430966529037086]",0.39562583972106447,2022-07-24
60,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,55.05,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
70,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,57.48125,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
120,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,73.125,"[0.036536695844463354, 0.08294975048748877, 0.06184921630381246, 0.02012326459324943, 0.012262643087004022]",-0.13910689513439187,2022-07-24
80,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,50.9,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
90,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,55.8,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
130,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,72.85625,"[0.007233170474507791, 0.0209339779077028, 0.0032037591904525544, 0.0013335076614370217, 0.004288347059402453]",0.32701874473299897,2022-07-24
100,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,57.69375,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
140,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,73.33125,"[0.029964008737988608, 0.06591925853901502, 0.05841281136987497, 0.019402776789514846, 0.010274751222458729]",0.0196433226877155,2022-07-24
110,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,56.0125,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
120,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,55.325,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
150,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,71.7875,"[0.011346077583584361, 0.03063719031034847, 0.00535873002590388, 0.002560899558497267, 0.005027306076988254]",0.04692864302446587,2022-07-24
130,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,50.45,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
140,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,53.44375,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
160,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,72.375,"[0.030869588117273174, 0.07991087925262895, 0.06512691906404523, 0.022694586659173677, 0.012744966955674817]",-0.0011321236843206154,2022-07-24
150,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,50.46875,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
170,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,72.41875,"[0.00509945160372933, 0.02910095273715215, 0.0047688303061957284, 0.002339241542735398, 0.0044888732539938]",0.4561200639285733,2022-07-24
160,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,51.7375,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
170,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,51.575,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
180,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,72.28125,"[0.0383575630141853, 0.07601326234152941, 0.06740515151680028, 0.022485927316852533, 0.013323227290684723]",0.022404135977006873,2022-07-24
180,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,57.81875,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
190,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,71.84375,"[0.008024608267309049, 0.030704554732923377, 0.005621570358621362, 0.0030550298966564634, 0.00799530940986258]",0.5016494841810732,2022-07-24
190,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,47.6625,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
200,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,55.6125,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
200,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,71.575,"[0.027528707578217997, 0.0657549158884885, 0.06651603873282683, 0.021270719001374568, 0.013953107301843107]",0.0020260336296075805,2022-07-24
210,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,43.34375,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
210,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,70.98125,"[0.007110591756572841, 0.030224942204289933, 0.0053459697325004985, 0.002461107884187824, 0.00464255138829221]",0.14497036298757449,2022-07-24
220,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,53.3375,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
230,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,50.975,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
240,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,51.05625,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
250,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,54.9125,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
260,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,50.525,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
0,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,59.29375,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.00867963849143838,2022-07-24
270,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,54.10625,"[0.0, 0.18850889192886458, 0.3067728076825878, 0.03321881039295684, 0.0]",-0.06462786905525496,2022-07-24
0,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,65.43125,"[0.0, 0.0, 0.0, 0.0, 0.0]",-0.06472657063625403,2022-07-24
0,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,53.34375,"[0.0, 0.1856361149110807, 0.3109594810883666, 0.03534464247369551, 0.0]",-0.1106034581749848,2022-07-24
50,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,51.375,"[0.0, 0.1856361149110807, 0.3109594810883666, 0.03534464247369551, 0.0]",-0.1106034581749848,2022-07-24
50,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,76.95,"[0.015551218562094871, 0.029492708965375987, 0.004466821581345552, 0.0017083253346427245, 0.0023519151323630454]",0.2772875077656804,2022-07-24
100,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,57.08125,"[0.0, 0.1856361149110807, 0.3109594810883666, 0.03534464247369551, 0.0]",-0.1106034581749848,2022-07-24
150,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,55.84375,"[0.0, 0.1856361149110807, 0.3109594810883666, 0.03534464247369551, 0.0]",-0.1106034581749848,2022-07-24
100,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,76.25625,"[0.015106286338532037, 0.033325968301823494, 0.004178867809160277, 0.002045276191771992, 0.001998608276931697]",0.6594922041899507,2022-07-24
200,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,52.85625,"[0.0, 0.1856361149110807, 0.3109594810883666, 0.03534464247369551, 0.0]",-0.1106034581749848,2022-07-24
150,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,76.1,"[0.015786804791877204, 0.0283240688617206, 0.005517597949643939, 0.0020653865055802016, 0.002011065179067947]",0.695556927838002,2022-07-24
250,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,55.38125,"[0.0, 0.1856361149110807, 0.3109594810883666, 0.03534464247369551, 0.0]",-0.1106034581749848,2022-07-24
200,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,75.05,"[0.012463975736297182, 0.02546632186913575, 0.012521392325736753, 0.00446375207847922, 0.002174649100463038]",0.6782723990122609,2022-07-24
300,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,45.05625,"[0.0, 0.1856361149110807, 0.3109594810883666, 0.03534464247369551, 0.0]",-0.1106034581749848,2022-07-24
250,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,ours,74.2875,"[0.012780064889252502, 0.02839571179404064, 0.01022668777277426, 0.004990400580281963, 0.002727131574675124]",0.7084352587182652,2022-07-24
350,10,1.0,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,20.0,70,0.0001,50,1,fedspa,52.26875,"[0.0, 0.1856361149110807, 0.3109594810883666, 0.03534464247369551, 0.0]",-0.1106034581749848,2022-07-24
0,100,0.1,5,10,128,0.01,0.5,0,lenet5,5,3,cifar10,2,20,True,10.0,70,0.0001,50,1,fedspa,17.465,"[0.0, 0.0, 0.00026535253980288073, 0.0, 0.0]",-0.007384593084575057,2022-07-24
